imgstem_version,texts,text_controls,clipscore
9766,"A nude woman with long hair and wearing a pearl necklace and headband, stands on a peacock (which in turn sits on a lotus) with her legs apart. She holds a mirror in her left hand and looks at her reflection in it. An aureole and halo surround her.","A nude woman with long hair and wearing a pearl necklace and headband, stands on a peacock (which in turn sits on a lotus) with her legs apart. She holds a mirror in her left hand and looks at her reflection in it. An aureole and halo surround her.",0.7607421875
68785,Figure 1: The molar extinction coefficients of HbO2 and Hb .,Figure 1: The molar extinction coefficients of HbO2 and Hb .,0.6806640625
69885,"View of Sundernagar from JNGEC, Panorama View","View of Sundernagar from JNGEC, Panorama View",0.65185546875
13419,A statue of General Kellermann calling to his troops,A statue of General Kellermann calling to his troops,0.73681640625
9603,Foundations of a small stone wall at the base of a desert cliff,Foundations of a small stone wall at the base of a desert cliff,0.7978515625
45538,The skeletal formula of ethylene propylene rubber (EPDM).,The skeletal formula of ethylene propylene rubber (EPDM).,0.587890625
98680,B&W picture of a man on a horse,B&W picture of a man on a horse,0.7216796875
61148,Old sales brochure showing Sneath Glass name and address,Old sales brochure showing Sneath Glass name and address,1.0400390625
29082,"Medieval mural showing two scenes. One scene shows Jesus praying in the garden, with details as described in the text. The second scene illustrates the capture of Christ by soldiers.","Medieval mural showing two scenes. One scene shows Jesus praying in the garden, with details as described in the text. The second scene illustrates the capture of Christ by soldiers.",0.83740234375
81880,Schematic view of cerebral autoregulation.,Schematic view of cerebral autoregulation.,0.759765625
20099,"Three young men listen as an elderly monk gives a lecture in front of a chalkboard, a desk with a chair, and a crucifix.","Three young men listen as an elderly monk gives a lecture in front of a chalkboard, a desk with a chair, and a crucifix.",0.75439453125
7947,Photograph of a ship floating in the ocean taken from a location on the ocean surface some distance away. The upper deck of the ship is flat except for a superstructure visible near the center of the ship. The shoreline and some mountainous terrain are visible in the distance behind the ship; the sky is visible above the mountains.,Photograph of a ship floating in the ocean taken from a location on the ocean surface some distance away. The upper deck of the ship is flat except for a superstructure visible near the center of the ship. The shoreline and some mountainous terrain are visible in the distance behind the ship; the sky is visible above the mountains.,0.83984375
80059,Plane Demonstration,Plane Demonstration,0.71484375
95982,Small red three-cent stamp showing a sailing ship,Small red three-cent stamp showing a sailing ship,0.9814453125
72025,woodblock print showing a glacier in California's Sierra Nevada,woodblock print showing a glacier in California's Sierra Nevada,0.87451171875
79714,Photo of Robert E. Lee in gray military uniform,Photo of Robert E. Lee in gray military uniform,0.923828125
106075,Collage of four brown or yellow mongooses,Collage of four brown or yellow mongooses,0.9052734375
79165,Face photograph of man with goatie,Face photograph of man with goatie,0.52734375
25218,Playing field with a number of poeple with high rise buildings visible in the background,Playing field with a number of poeple with high rise buildings visible in the background,0.841796875
101638,Alt,Alt,0.4013671875
88653,Kinuta or Beauty Fulling Cloth in the Moonlight by Katsushika Oi,Kinuta or Beauty Fulling Cloth in the Moonlight by Katsushika Oi,0.63671875
43556,Herina Monastery,Herina Monastery,0.796875
21658,"The band onstage, dressed in black","The band onstage, dressed in black",0.79541015625
97510,"An image of Caltrain's current diesel locomotive, an EMD F40PH model.","An image of Caltrain's current diesel locomotive, an EMD F40PH model.",0.8740234375
20841,Trees in the center of the Merritt Parkway road,Trees in the center of the Merritt Parkway road,1.001953125
22383,Plot of membrane potential versus time. The initial resting phase (region 4) is negative and constant flowed by sharp rise (0) to a peak (1). The plateau phase (2) is slightly below the peak. The plateau phase is followed by a fairly rapid return (3) back to the resting potential (4).,Plot of membrane potential versus time. The initial resting phase (region 4) is negative and constant flowed by sharp rise (0) to a peak (1). The plateau phase (2) is slightly below the peak. The plateau phase is followed by a fairly rapid return (3) back to the resting potential (4).,0.371337890625
15596,"Early morning photo showing Alaska Airlines aircraft parked at an airport terminal, with jet bridges connected to the planes. Five aircraft can be seen in the photo.","Early morning photo showing Alaska Airlines aircraft parked at an airport terminal, with jet bridges connected to the planes. Five aircraft can be seen in the photo.",0.931640625
95974,MacFarlane smiling,MacFarlane smiling,0.71240234375
33269,Aerial photo of oil refinery: many white storage tanks and smoke amid greenery,Aerial photo of oil refinery: many white storage tanks and smoke amid greenery,0.8408203125
14007,"A heavy metal rock band on stage wearing black or white T-shirts and jeans, in the spotlight performing before an audience.","A heavy metal rock band on stage wearing black or white T-shirts and jeans, in the spotlight performing before an audience.",0.7861328125
50881,"Painted image of a portly man sitting in a red throne-chair with dragon-head decorations, wearing white silk robes, black shoes, and a black hat, and sporting a black mustache and goatee","Painted image of a portly man sitting in a red throne-chair with dragon-head decorations, wearing white silk robes, black shoes, and a black hat, and sporting a black mustache and goatee",0.89111328125
95454,A photograph of Priyanka Chopra looking towards the camera,A photograph of Priyanka Chopra looking towards the camera,0.716796875
27061,"Elderly Chinese man, seated at a low writing desk and holding a scroll","Elderly Chinese man, seated at a low writing desk and holding a scroll",0.830078125
87913,"Portrait of the British commander-in-chief, Sir Henry Clinton in dress uniform.","Portrait of the British commander-in-chief, Sir Henry Clinton in dress uniform.",0.82470703125
47638,Former facilities of Red River Radio,Former facilities of Red River Radio,0.849609375
80171,Don Hutchison,Don Hutchison,0.7216796875
25407,An upper body shot of a smiling Michelle Williams,An upper body shot of a smiling Michelle Williams,0.81787109375
17773,"Picture of a porch, including a railing, and columns","Picture of a porch, including a railing, and columns",0.7001953125
41709,"A city at night. Along the top are several tall buildings with colourful lights, and at the bottom is an approaching highway filled with heavy traffic.","A city at night. Along the top are several tall buildings with colourful lights, and at the bottom is an approaching highway filled with heavy traffic.",0.7861328125
39287,"Large red six-bladed fan, fitted to a steel girder, enclosed inside a concrete and brick funnel.","Large red six-bladed fan, fitted to a steel girder, enclosed inside a concrete and brick funnel.",0.861328125
51952,"MK Stalin, the younger brother of Alagiri","MK Stalin, the younger brother of Alagiri",0.81787109375
88994,A woman wearing a dress standing talking into a microphone,A woman wearing a dress standing talking into a microphone,0.63671875
14690,Drawing of trees with orange and red leaves with a lake at the bottom and hills in the distance.,Drawing of trees with orange and red leaves with a lake at the bottom and hills in the distance.,0.78662109375
96994,A man in his late thirties raising both his arms in the air to celebrate winning a race with a crowd of people behind him,A man in his late thirties raising both his arms in the air to celebrate winning a race with a crowd of people behind him,0.6455078125
99293,A photograph of Letitia Wright,A photograph of Letitia Wright,0.818359375
98588,"An indoor antenna, part of the distributed antenna system installed inside a station by Transit Wireless","An indoor antenna, part of the distributed antenna system installed inside a station by Transit Wireless",0.748046875
59448,Natalie Wood and James Dean in Rebel Without a Cause,Natalie Wood and James Dean in Rebel Without a Cause,0.7890625
29742,"Licancabur, against a blue sky across the Laguna Verde salt lake","Licancabur, against a blue sky across the Laguna Verde salt lake",0.90869140625
51155,"Secondary State Highway 1P (1937-1964), which preceded current SR 506 (1964-present), seen on a topographic map of Hoquiam, Washington produced by the United States Geological Survey in 1951; the road followed the Longview, Portland and Northern Railway until 1953.","Secondary State Highway 1P (1937-1964), which preceded current SR 506 (1964-present), seen on a topographic map of Hoquiam, Washington produced by the United States Geological Survey in 1951; the road followed the Longview, Portland and Northern Railway until 1953.",0.75732421875
33382,Wooded riverbank at twilight,Wooded riverbank at twilight,0.71875
41108,Enclave of structures built into the side of a steep cliff. Swimming pools are visible.,Enclave of structures built into the side of a steep cliff. Swimming pools are visible.,0.7216796875
20842,A sign stating Route 15 south to New Haven to the left: It also states Route 15 north is straight ahead.,A sign stating Route 15 south to New Haven to the left: It also states Route 15 north is straight ahead.,0.98583984375
71523,"Graphic depicting a submarine with a blunt squared-off bow, a wide cylindrical hull that end in a blunt stern and rudder, a low conning tower that has nine radio masts and periscopes, and two propeller shafts near its stern.","Graphic depicting a submarine with a blunt squared-off bow, a wide cylindrical hull that end in a blunt stern and rudder, a low conning tower that has nine radio masts and periscopes, and two propeller shafts near its stern.",0.798828125
87798,The complete biography of Percy Abbott Magician,The complete biography of Percy Abbott Magician,0.92578125
4911,"Picture of Sam Walton's original Five and Dime store in Bentonville, Arkansas, now serving as The Walmart Museum.","Picture of Sam Walton's original Five and Dime store in Bentonville, Arkansas, now serving as The Walmart Museum.",0.92041015625
51438,"Profile of balding man, wearing a suit, within an oval, with the caption ""James Strachan Pres. Hon. Pres 1903-07""","Profile of balding man, wearing a suit, within an oval, with the caption ""James Strachan Pres. Hon. Pres 1903-07""",0.81982421875
18200,Two storey stone house with red roof. Partially obscured by vegetation,Two storey stone house with red roof. Partially obscured by vegetation,0.73291015625
6773,Two arrowhead-shaped craft fly in space with a nebula in the background,Two arrowhead-shaped craft fly in space with a nebula in the background,0.521484375
32088,A picture of a woman wearing a dress while smiling,A picture of a woman wearing a dress while smiling,0.6162109375
73690,Medieval knight with a boy holding his horse.,Medieval knight with a boy holding his horse.,0.81591796875
13873,Machinery is minuscule compared to the size of this mine.,Machinery is minuscule compared to the size of this mine.,0.818359375
86666,Tensho-ji (Kyoto),Tensho-ji (Kyoto),0.7431640625
59989,Cartoon drawing of the head and shoulders of a young man,Cartoon drawing of the head and shoulders of a young man,0.76611328125
36222,"Wooden butter tea churns, with carrying strap and golden metal barrel bands","Wooden butter tea churns, with carrying strap and golden metal barrel bands",0.84375
56429,The classification of the Romance languages,The classification of the Romance languages,0.68896484375
12887,image of a bull fight,image of a bull fight,0.81787109375
56674,The main faade of a brick church with white double doors and a round window in the faade's gable,The main faade of a brick church with white double doors and a round window in the faade's gable,0.76171875
31236,Portrait of Heisman in his mid- to late twenties at Auburn University,Portrait of Heisman in his mid- to late twenties at Auburn University,0.6865234375
14519,One-story frame house with wraparound front porch,One-story frame house with wraparound front porch,0.76416015625
84030,Shane Williams,Shane Williams,0.70751953125
84353,Doug Liman in front of a steel beam.,Doug Liman in front of a steel beam.,0.8623046875
74951,Hugh Bonneville,Hugh Bonneville,0.79052734375
16679,A photo showing the bottom ends of a PAL SNES / Japanese SFC cartridge and a North American SNES cartridge.,A photo showing the bottom ends of a PAL SNES / Japanese SFC cartridge and a North American SNES cartridge.,0.96923828125
50757,"Cartoon characters with arms outstretched, seen from above","Cartoon characters with arms outstretched, seen from above",0.765625
13161,Benson in a suit looking sideways,Benson in a suit looking sideways,0.64208984375
45238,"A black-and-white photo of a netball team. All the girls in the picture are school aged, wearing white and have their netball skirts on.","A black-and-white photo of a netball team. All the girls in the picture are school aged, wearing white and have their netball skirts on.",0.92333984375
104561,"An image of the personal belongings of Harvey Milk. Visible in the photo are Milk's battered, gold-painted kitchen table; a ""Harvey Milk/Supervisor"" campaign t-shirt; a pair of his Levi's jeans; his appointment book for 1977; his personal-safety whistle; his harmonica; and a pair of pink novelty sunglasses owned by Milk. Also on display is a mug owned by Scott Smith.","An image of the personal belongings of Harvey Milk. Visible in the photo are Milk's battered, gold-painted kitchen table; a ""Harvey Milk/Supervisor"" campaign t-shirt; a pair of his Levi's jeans; his appointment book for 1977; his personal-safety whistle; his harmonica; and a pair of pink novelty sunglasses owned by Milk. Also on display is a mug owned by Scott Smith.",1.140625
93928,Lamborghini Huracan LP620-2 Dilango Racing,Lamborghini Huracan LP620-2 Dilango Racing,0.76123046875
57502,Limestone statue of a putrefied and skinless corpse which looks upwards at his outstretched left hand.,Limestone statue of a putrefied and skinless corpse which looks upwards at his outstretched left hand.,0.8291015625
41017,Graph of crack growth rate relative to corrosion fatigue,Graph of crack growth rate relative to corrosion fatigue,0.72509765625
71500,RBKIA,RBKIA,0.60791015625
23425,"Spider-Man punches Sandman, and his fist is seen on the other side of his chest, with sand blowing through the hole","Spider-Man punches Sandman, and his fist is seen on the other side of his chest, with sand blowing through the hole",0.900390625
74635,Gold coin,Gold coin,0.7646484375
49340,An aerial view of Abeokuta in 1929,An aerial view of Abeokuta in 1929,0.85888671875
1426,A swirling green glow in the night sky above snow-covered ground,A swirling green glow in the night sky above snow-covered ground,0.73681640625
65787,"A man playing a guitar, while the symbol of his band is viewable behind him.","A man playing a guitar, while the symbol of his band is viewable behind him.",0.564453125
34199,Epitope maps provide MOA information,Epitope maps provide MOA information,0.7490234375
12682,"A rice field with a farmer kneeling, picking rice plantlets","A rice field with a farmer kneeling, picking rice plantlets",0.88427734375
2332,Boris Karloff dressed as Frankenstein,Boris Karloff dressed as Frankenstein,0.85009765625
90740,"Diploma of King thelstan for Wulfgar AD 931, written by thelstan A","Diploma of King thelstan for Wulfgar AD 931, written by thelstan A",0.72021484375
85622,Street with destroyed buildings on both sides,Street with destroyed buildings on both sides,0.81591796875
54785,Panorama of Matewan West Virginia Historic District,Panorama of Matewan West Virginia Historic District,0.81640625
86886,A visible satellite image of a well-organized Category 1 hurricane near peak intensity in the eastern Atlantic.,A visible satellite image of a well-organized Category 1 hurricane near peak intensity in the eastern Atlantic.,0.7744140625
1886,"Water and steam erupting from rocky, barren ground. Fir trees in the background.","Water and steam erupting from rocky, barren ground. Fir trees in the background.",0.81982421875
1018,Background is the bar setting. Top row has a businesswoman and a handsome bartender. Middle row has a brunette perm waitress and an old bartender. Bottom row has a suit-dressed man and a mailman.,Background is the bar setting. Top row has a businesswoman and a handsome bartender. Middle row has a brunette perm waitress and an old bartender. Bottom row has a suit-dressed man and a mailman.,0.90869140625
2422,black and white photograph of a male in formal attire,black and white photograph of a male in formal attire,0.7353515625
73037,Apparel exports,Apparel exports,0.7744140625
100147,Crusader tank in Sunshield camouflage cover,Crusader tank in Sunshield camouflage cover,0.73291015625
53682,"A town within a valley, with two snow-covered summits rising above","A town within a valley, with two snow-covered summits rising above",0.71484375
5990,A white sign with two lines of red Chinese characters and a smaller one beneath them on a background of white tile,A white sign with two lines of red Chinese characters and a smaller one beneath them on a background of white tile,0.8203125
68417,A neck-style military order: an elaborate cross with jewels and gold hangs from an orange ribbon,A neck-style military order: an elaborate cross with jewels and gold hangs from an orange ribbon,0.8701171875
47549,"A boy standing face to face with Amigo, a monkey with maracas","A boy standing face to face with Amigo, a monkey with maracas",0.62158203125
84001,"Concrete spillway with bridge running over it, in earth dam","Concrete spillway with bridge running over it, in earth dam",0.81298828125
88707,A picture of a DJ acknowledging the audience,A picture of a DJ acknowledging the audience,0.708984375
92219,The main faade of a two-story brick building,The main faade of a two-story brick building,0.7294921875
89487,Three nurses on the top half of the cover; screenshots of the series on the bottom half,Three nurses on the top half of the cover; screenshots of the series on the bottom half,0.70849609375
8815,"Colored full-length portrait showing a young man with curly hair and long sideburns who is wearing an elaborate gold-embroidered blue military tunic with gold epaulets and medals, blue trousers, black boots, a striped sash of office and gold belt, with his left hand resting on a sheathed sword","Colored full-length portrait showing a young man with curly hair and long sideburns who is wearing an elaborate gold-embroidered blue military tunic with gold epaulets and medals, blue trousers, black boots, a striped sash of office and gold belt, with his left hand resting on a sheathed sword",0.8564453125
4981,"A tan dog wearing a blue jacket emblazoned with the number two. The dog is running, with all four legs fully extended and off the ground.","A tan dog wearing a blue jacket emblazoned with the number two. The dog is running, with all four legs fully extended and off the ground.",0.833984375
99979,Bryn and her son Tony in 1914,Bryn and her son Tony in 1914,0.7431640625
103099,Map of the western Atlantic Ocean depicting the track of Hurricane Humberto.,Map of the western Atlantic Ocean depicting the track of Hurricane Humberto.,0.8662109375
15244,"In classic patent application style, this is a black-and-white diagram with the patent name, inventor name, and patent number listed at the top, shaded by crosshatching. This diagram shows a three-dimensional view of Tektronix's biconic HSL geometry, made up of horizontal circular slices along a vertical axis expanded for ease of viewing. Within each circular slice, saturation goes from zero at the center to one at the margins, while hue is an angular dimension, beginning at blue with hue zero, through red with hue 120 degrees and green with hue 240 degrees, and back to blue.","In classic patent application style, this is a black-and-white diagram with the patent name, inventor name, and patent number listed at the top, shaded by crosshatching. This diagram shows a three-dimensional view of Tektronix's biconic HSL geometry, made up of horizontal circular slices along a vertical axis expanded for ease of viewing. Within each circular slice, saturation goes from zero at the center to one at the margins, while hue is an angular dimension, beginning at blue with hue zero, through red with hue 120 degrees and green with hue 240 degrees, and back to blue.",0.7724609375
102995,"One of four Cedar Tree paintings on the Tea Counter at Fortnum & Mason, Piccadilly","One of four Cedar Tree paintings on the Tea Counter at Fortnum & Mason, Piccadilly",0.89794921875
73534,View from Herrnhut House,View from Herrnhut House,0.6220703125
53567,Two cars going around a corner,Two cars going around a corner,0.73291015625
97330,A young Caucasian man with spiky hair wearing dark spectacles and holding an electric guitar on a television studio set.,A young Caucasian man with spiky hair wearing dark spectacles and holding an electric guitar on a television studio set.,0.69775390625
79374,man smoking a very long pipe,man smoking a very long pipe,0.6396484375
5318,A colour-coded map of 2013 global wine production,A colour-coded map of 2013 global wine production,0.81005859375
98832,Trolleybus SOR TNB 12 in Prague,Trolleybus SOR TNB 12 in Prague,0.79296875
94578,"Woman, seated, playing cello, from a 1919 publication.","Woman, seated, playing cello, from a 1919 publication.",0.93505859375
68617,"Two caucasian men, one with a beard, sit behind microphones, with a vague symbol in the background.","Two caucasian men, one with a beard, sit behind microphones, with a vague symbol in the background.",0.685546875
27547,Group of about thirty men wearing suits in front of a white building,Group of about thirty men wearing suits in front of a white building,0.91845703125
80136,A pair of pied oystercatchers foraging in shallow water,A pair of pied oystercatchers foraging in shallow water,0.923828125
90033,B&W print of men and beavers,B&W print of men and beavers,0.7080078125
100891,Florence 2018-09-05 1630Z,Florence 2018-09-05 1630Z,0.72705078125
4503,Simple automobile interior,Simple automobile interior,0.74658203125
26007,ICOCA back side,ICOCA back side,0.732421875
17337,"Photograph of a protestor holding a sign saying, ""HOMES NOT CAPITALISM""","Photograph of a protestor holding a sign saying, ""HOMES NOT CAPITALISM""",0.98046875
79579,A satellite image depicting a Category 1 hurricane moving towards Newfoundland,A satellite image depicting a Category 1 hurricane moving towards Newfoundland,0.88916015625
70981,"Two Caucasian males and one Caucasian female preparing to enter a wrestling ring with grey ropes. The women in the center is blonde, and is wearing black and pink wrestling tights, black boots, and a black top with ""Hart Dynasty"" written upon it in pink. The two men stand either side of her, both also wearing black and pink wrestling tights, and are wearing wrestling championships around their waists.","Two Caucasian males and one Caucasian female preparing to enter a wrestling ring with grey ropes. The women in the center is blonde, and is wearing black and pink wrestling tights, black boots, and a black top with ""Hart Dynasty"" written upon it in pink. The two men stand either side of her, both also wearing black and pink wrestling tights, and are wearing wrestling championships around their waists.",0.90234375
97332,"A young Caucasian woman with shoulder-length, curly, dark hair wearing two choker chains, a necklace, a revealing black dress and a ring holds a stand-mounted microphone.","A young Caucasian woman with shoulder-length, curly, dark hair wearing two choker chains, a necklace, a revealing black dress and a ring holds a stand-mounted microphone.",0.81298828125
18561,"A portrait photography of a man with white hair, moustache and beard, peering over a pair of large sun-glasses","A portrait photography of a man with white hair, moustache and beard, peering over a pair of large sun-glasses",0.89892578125
56235,A chart indicating the attendance at each home game of the University of North Texas Mean Green football team between 2011 and 2016,A chart indicating the attendance at each home game of the University of North Texas Mean Green football team between 2011 and 2016,0.65673828125
65983,"Eudocima materna in Durban, South Africa","Eudocima materna in Durban, South Africa",0.6943359375
60332,A picture of a piece of sky with several clouds and many condensation trails caused by many aircraft. Each trail curves around the other indicated an air battle,A picture of a piece of sky with several clouds and many condensation trails caused by many aircraft. Each trail curves around the other indicated an air battle,0.81103515625
38269,Annotated map of Unas's mortuary temple. Described in detail in upcoming section.,Annotated map of Unas's mortuary temple. Described in detail in upcoming section.,0.7734375
71043,Some of the downstream applications for COLD-PCR.,Some of the downstream applications for COLD-PCR.,0.888671875
17960,Starboard view of red and white single-engine jet fighter aircraft banking left. At the wingtips are missiles.,Starboard view of red and white single-engine jet fighter aircraft banking left. At the wingtips are missiles.,0.8310546875
335,"Frontispiece of book showing two persons in robes, one holding a geometrical diagram, the other holding a telescope.","Frontispiece of book showing two persons in robes, one holding a geometrical diagram, the other holding a telescope.",0.79541015625
101641,Splitgenetheoryfig3,Splitgenetheoryfig3,0.662109375
50484,"Four musicians with instruments are seated at a table as they face the camera. The lower section of a poster appears on the back wall, displaying the name ""Schrammel.""","Four musicians with instruments are seated at a table as they face the camera. The lower section of a poster appears on the back wall, displaying the name ""Schrammel.""",0.9453125
23291,"Five middle-aged Caucasoid adults (two women and three men) in casual dress are behind a table, posing for a group photo.","Five middle-aged Caucasoid adults (two women and three men) in casual dress are behind a table, posing for a group photo.",0.7236328125
77127,"A large, open, American-style sports stadium, viewed from above.","A large, open, American-style sports stadium, viewed from above.",0.73193359375
94135,Granite sculpture of a devotee in kneeling posture garlanded by Shiva and Parvathi in sitting posture,Granite sculpture of a devotee in kneeling posture garlanded by Shiva and Parvathi in sitting posture,0.8740234375
70566,"Three Swift Boats n Cam Ranh Bay, Vietnam","Three Swift Boats n Cam Ranh Bay, Vietnam",0.8994140625
65928,Safe Boating Safe Boating Campaign 2008 logo,Safe Boating Safe Boating Campaign 2008 logo,0.826171875
5098,Track of a tropical cyclone as represented by colored dots; each dot represents the storm's position and intensity at 6-hour intervals.,Track of a tropical cyclone as represented by colored dots; each dot represents the storm's position and intensity at 6-hour intervals.,0.85009765625
1963,"Tunnel entrance at night, with heavy traffic","Tunnel entrance at night, with heavy traffic",0.8203125
32505,A black and white photograph of thirteen women delegates seated at a head table of a conference,A black and white photograph of thirteen women delegates seated at a head table of a conference,0.89599609375
41855,"boxes of Pyrotol, sticks of dynamite, sacks of explosives and wiring in a pile","boxes of Pyrotol, sticks of dynamite, sacks of explosives and wiring in a pile",0.755859375
75985,An impressionist painting of boats on a river.,An impressionist painting of boats on a river.,0.75439453125
