imgstem_version,texts,text_controls,clipscore
"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN_version1","A group of nine people, three women and six men are sitting around a two boardroom meeting tables that have been pushed together. Each person except for one man has a laptop open in front of them. Each person is looking up from their laptops and looking at the camera and smiling. They are in an office setting in front of a large window. There is a clear view to the outside which is lush with greenery.","A group of nine people, three women and six men are sitting around a two boardroom meeting tables that have been pushed together. Each person except for one man has a laptop open in front of them. Each person is looking up from their laptops and looking at the camera and smiling. They are in an office setting in front of a large window. There is a clear view to the outside which is lush with greenery.",0.359375
"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278_version2",A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.,0.40625
1599px-Paris_Notre-Dame_East_View_02_version3,The image shows a relatively small church on the ground.,The image shows a relatively small church on the ground.,0.71484375
"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN_version2",Two men give a presentation.,Two men give a presentation.,0.441650390625
"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10_version3",Four men hold a discussion inside a room. The room is painted white. They're using a white dry-erase board with a green marker. Two of them sit at a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay.,Four men hold a discussion inside a room. The room is painted white. They're using a white dry-erase board with a green marker. Two of them sit at a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay.,0.195556640625
"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04_version1","In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.","In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",0.6015625
1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017_version2,A group of soccer players celebrate on the field,A group of soccer players celebrate on the field,0.37548828125
La_Trobe_Uni_Wikimeetup_March_2020_version1,This is a picture of a soccer stadium. A team is cheering next to a bunch of ad banners.,This is a picture of a soccer stadium. A team is cheering next to a bunch of ad banners.,0.369873046875
"Oberaargletscher_from_Oberaar,_2010_07_version2","Shown is a lake at the bottom of a mountain range. The mountains are high in elevation and contain snow on parts of it. As the snow melts, it enters the lake.","Shown is a lake at the bottom of a mountain range. The mountains are high in elevation and contain snow on parts of it. As the snow melts, it enters the lake.",0.80029296875
1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017_version4,A group of men assembled on a soccer field wearing blue uniforms.,A group of men assembled on a soccer field wearing blue uniforms.,0.3671875
"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04_version2",a group of people sit around a conference table in front of laptop computers.,a group of people sit around a conference table in front of laptop computers.,0.275634765625
"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey_version2","A small, cozy living room with three chairs, a couch, a shelf, a coffee table, and a wood stove.  Two large windows are in the back of the room looking out towards some trees.","A small, cozy living room with three chairs, a couch, a shelf, a coffee table, and a wood stove.  Two large windows are in the back of the room looking out towards some trees.",0.390625
"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278_version3",A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.,A river flowing through a valley with low hills in the forefront and high snow-peaked mountains in the distance.  The mountain peaks are partially cloud covered.,0.2293701171875
"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10_version2",A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.,A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.,0.288330078125
"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04_version4",Four men are working together in an office while using computers and white boards.,Four men are working together in an office while using computers and white boards.,0.265869140625
Wohnzimmer_Fallada_1_version2,A large lake is shown that is surrounded by hills and mountains.,A large lake is shown that is surrounded by hills and mountains.,0.326904296875
Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895)_version3,players celebrating a goal,players celebrating a goal,0.40869140625
"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10_version1",Large mountains with populated hillsides with a body of water in the middle.,Large mountains with populated hillsides with a body of water in the middle.,0.33984375
Dreifaltigkeitskirche_süd_version2,There is a passive set of mountain slopes with snow on top and between two mountains is a rift and a large body of water in forefront.,There is a passive set of mountain slopes with snow on top and between two mountains is a rift and a large body of water in forefront.,0.38037109375
"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey_version3",A gothic style Cathedral seen through a courtyard.,A gothic style Cathedral seen through a courtyard.,0.2398681640625
Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895)_version1,"\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.","\nA table is set with a meal on it.  Included on the table are salads, potatoes, peas, pickles, and olives.",0.51806640625
"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278_version4",A large river flowing across the land,A large river flowing across the land,0.3564453125
"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02_version4",Wicker furniture surrounds a coffee table.,Wicker furniture surrounds a coffee table.,0.6318359375
1599px-Paris_Notre-Dame_East_View_02_version4,"A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",0.5791015625
