"HitCorrect","age","botresponse","category","comments","descriptions","difficulties","endTime","image","languages","past_experience","reaction_times","startDate","startTime","timeSpent","topic","trial_number","usefulness","anon_worker_id"
NA,42,"Amelia","Window","GOOD","I SEE THE IMAGE IN ROOM","FOODS ARE THE VERY IMPORTANT",1625251373555,"Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg","ENGLISH",1,"17665","Fri Jul 02 2021 11:11:16 GMT-0700 (Pacific Daylight Time)",1625249476145,31.6235,"living_room",2,"GOOD","175371103674597"
NA,42,"Amelia","Montane Ecosystems","GOOD","I SEE THE IMAGE IN RIVER AND HILLS","FOODS ARE THE VERY IMPORTANT",1625251373555,"river.jpeg","ENGLISH",1,"24298","Fri Jul 02 2021 11:11:16 GMT-0700 (Pacific Daylight Time)",1625249476145,31.6235,"mountains",3,"GOOD","175371103674597"
NA,42,"Amelia","Hairstyle","GOOD","I SEE THE IMAGE IN FOODBALL PLAYERS AND PLAY GROUND","FOODS ARE THE VERY IMPORTANT",1625251373555,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg","ENGLISH",1,"36327","Fri Jul 02 2021 11:11:16 GMT-0700 (Pacific Daylight Time)",1625249476145,31.6235,"soccer_in_progress",4,"GOOD","175371103674597"
NA,42,"Amelia","Furniture","GOOD","I SEE THE IMAGE IN OFFICE AND STAFF","FOODS ARE THE VERY IMPORTANT",1625251373555,"1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg","ENGLISH",1,"28866","Fri Jul 02 2021 11:11:16 GMT-0700 (Pacific Daylight Time)",1625249476145,31.6235,"meeting_in_progress",5,"GOOD","175371103674597"
1,55,"Ava","Advertising",NA,"Five soccer players in blue jerseys are celebrating a good play.","The soccer players didn't fit advertising.",1625248143145,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg","English",0,"61288","Fri Jul 02 2021 13:39:43 GMT-0400 (Eastern Daylight Time)",1625247583440,9.32841666666667,"soccer_in_progress",0,"Yes.","017584433716161"
1,55,"Ava","Furniture",NA,"About one dozen people are sitting at a large table looking at their laptop computers.","The soccer players didn't fit advertising.",1625248143145,"Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg","English",0,"62188","Fri Jul 02 2021 13:39:43 GMT-0400 (Eastern Daylight Time)",1625247583440,9.32841666666667,"meeting_in_progress",1,"Yes.","017584433716161"
1,55,"Ava","Building material",NA,"A large, red brick church is in the background behind many tombstones.","The soccer players didn't fit advertising.",1625248143145,"Dreifaltigkeitskirche_süd.jpg","English",0,"62185","Fri Jul 02 2021 13:39:43 GMT-0400 (Eastern Daylight Time)",1625247583440,9.32841666666667,"church",2,"Yes.","017584433716161"
1,55,"Ava","American cuisine",NA,"A table is set with a large turkey while a person is opening a bottle of wine.","The soccer players didn't fit advertising.",1625248143145,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg","English",0,"57399","Fri Jul 02 2021 13:39:43 GMT-0400 (Eastern Daylight Time)",1625247583440,9.32841666666667,"laid_table",3,"Yes.","017584433716161"
1,55,"Ava","Interior design",NA,"A living room with three people sitting on flowery furniture, talking with each other.","The soccer players didn't fit advertising.",1625248143145,"wiki_livingroom.jpg","English",0,"78948","Fri Jul 02 2021 13:39:43 GMT-0400 (Eastern Daylight Time)",1625247583440,9.32841666666667,"living_room",4,"Yes.","017584433716161"
1,55,"Ava","Body of water",NA,"A lake is in the foreground with mountain peaks in the background.","The soccer players didn't fit advertising.",1625248143145,"Oberaargletscher_from_Oberaar,_2010_07.jpeg","English",0,"37558","Fri Jul 02 2021 13:39:43 GMT-0400 (Eastern Daylight Time)",1625247583440,9.32841666666667,"mountains",5,"Yes.","017584433716161"
1,53,"Isabella","Advertising","i had a broken image that did not load","Soccer players on the field, in front of signs in the stadium displaying advertisements.","none",1625247672215,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg","english",0,"50372","Fri Jul 02 2021 12:33:30 GMT-0500 (Central Daylight Time)",1625247210674,7.69235,"soccer_in_progress",0,"yes","615077043263652"
1,53,"Isabella","Interior design","i had a broken image that did not load","An interior living room with a couch and chairs arranged around a coffee table facing a fireplace and windows.","none",1625247672215,"Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg","english",0,"70836","Fri Jul 02 2021 12:33:30 GMT-0500 (Central Daylight Time)",1625247210674,7.69235,"living_room",1,"yes","615077043263652"
1,53,"Isabella","Christian cross","i had a broken image that did not load","The exterior of a church building with three gold crosses adorning the rounded roof.","none",1625247672215,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","english",0,"45799","Fri Jul 02 2021 12:33:30 GMT-0500 (Central Daylight Time)",1625247210674,7.69235,"church",2,"yes","615077043263652"
1,53,"Isabella","Body of water","i had a broken image that did not load","picture is broken","none",1625247672215,"640px-Río_Matanuska,_Palmer,_Alaska,_Estados_Unidos,_2017-08-22,_DD_55-59_PAN.jpeg","english",0,"16540","Fri Jul 02 2021 12:33:30 GMT-0500 (Central Daylight Time)",1625247210674,7.69235,"mountains",3,"yes","615077043263652"
1,53,"Isabella","American cuisine","i had a broken image that did not load","Several members of a kitchen staff plating multiple plates of food in a professional kitchen","none",1625247672215,"Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg","english",0,"52730","Fri Jul 02 2021 12:33:30 GMT-0500 (Central Daylight Time)",1625247210674,7.69235,"laid_table",4,"yes","615077043263652"
1,53,"Isabella","Furniture","i had a broken image that did not load","Four people in a white office space with windows, using laptops and a whiteboard","none",1625247672215,"1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg","english",0,"60204","Fri Jul 02 2021 12:33:30 GMT-0500 (Central Daylight Time)",1625247210674,7.69235,"meeting_in_progress",5,"yes","615077043263652"
1,62,"Mia","American cuisine","no further comments","The image is of a commercial kitchen where seven people are plating food. The food is very sparse on each plate. The plates are white and the people are dressed in white shirts with white or dark colored aprons.  It looks like each person is adding their assigned ingredient to the dish.  The people are primarily white males with one Asian female included. I believe the dish is a strip of meat with greens on top.","Most of the images seemed only minorly connected to the images, especially the windows and advertising images.",1625248506490,"Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg","English",0,"199970","Fri Jul 02 2021 12:30:19 GMT-0500 (Central Daylight Time)",1625247019705,24.77975,"laid_table",0,"Somewhat","715472084872634"
1,62,"Mia","Christian cross","no further comments","This picture is of a very interesting and complex religious structure, or church.  It is multi-leveled and made of brick and stone.  The are multiple turrets with rounded sides and tops.  The tops of the turrets have black tops. Three of the turrets have a gold cross with finial ends on three sides.  The turrets also have small vertical windows with only five small holes in each window for light. The structure has layered stone with three strips of brick between each of many layers.  The structure is surrounded by a large paved area and appears to be located on a scenic lookout.|This picture is of a very interesting and complex religious structure, or church.  It is multi-leveled and made of brick and stone.  The are multiple turrets with rounded sides and tops.  The tops of the turrets are black. Three of the turrets have a gold cross with finial ends on three sides.  The turrets also have small vertical windows with only five small holes in each window for light. The structure has layered stone with three strips of brick between each of many layers.  The structure is surrounded by a large paved area and appears to be located on a scenic lookout.","Most of the images seemed only minorly connected to the images, especially the windows and advertising images.",1625248506490,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","English",0,"275418|54371","Fri Jul 02 2021 12:30:19 GMT-0500 (Central Daylight Time)",1625247019705,24.77975,"church",1,"Somewhat","715472084872634"
1,62,"Mia","Consumer electronics","no further comments","This picture shows nine people of varying ages and sex sitting around a conference table.  The room there are in is large and bright with one wall of only windows looking out upon the structure.  Each individual is smiling at the camera.  They all have some type of laptop in front of them.  They are dressed in casual business attire.","Most of the images seemed only minorly connected to the images, especially the windows and advertising images.",1625248506490,"La_Trobe_Uni_Wikimeetup_March_2020.jpg","English",0,"205847","Fri Jul 02 2021 12:30:19 GMT-0500 (Central Daylight Time)",1625247019705,24.77975,"meeting_in_progress",2,"Somewhat","715472084872634"
1,62,"Mia","Body of water","no further comments","The image doesn't appear to be loading properly.  Only an annotation of a picture is included.","Most of the images seemed only minorly connected to the images, especially the windows and advertising images.",1625248506490,"640px-Río_Matanuska,_Palmer,_Alaska,_Estados_Unidos,_2017-08-22,_DD_55-59_PAN.jpeg","English",0,"37334","Fri Jul 02 2021 12:30:19 GMT-0500 (Central Daylight Time)",1625247019705,24.77975,"mountains",3,"Somewhat","715472084872634"
1,62,"Mia","Window","no further comments","This image shows three young males sitting in a den of what looks like a tudor-style home.  There is a brick fireplace on the right side with a large square coffee table across from it.  The seating is arranged around the coffee table and looks like a floral sofa and two matching chairs.  There is a large three-section window at the back of the picture with open drapes.","Most of the images seemed only minorly connected to the images, especially the windows and advertising images.",1625248506490,"wiki_livingroom.jpg","English",0,"182707","Fri Jul 02 2021 12:30:19 GMT-0500 (Central Daylight Time)",1625247019705,24.77975,"living_room",4,"Somewhat","715472084872634"
1,62,"Mia","Advertising","no further comments","This picture is of a soccer match.  One player is kneeling on the ground while two other players from the opposing team are nearby, trying to get the ball.  The player on the ground is grabbing the leg of one of his opponents. An official is hurrying to the scene.","Most of the images seemed only minorly connected to the images, especially the windows and advertising images.",1625248506490,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg","English",0,"105974","Fri Jul 02 2021 12:30:19 GMT-0500 (Central Daylight Time)",1625247019705,24.77975,"soccer_in_progress",5,"Somewhat","715472084872634"
1,30,"Olivia","Christian cross",NA,"It's a marvelous place to visit","None",1625249536143,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","English",0,"19496","Fri Jul 02 2021 20:09:31 GMT+0200 (Central European Summer Time)",1625249371562,2.74301666666667,"church",0,"None","751249009769838"
1,30,"Olivia","Body of water",NA,"This is the tremendous water source place","None",1625249536143,"river.jpeg","English",0,"15519","Fri Jul 02 2021 20:09:31 GMT+0200 (Central European Summer Time)",1625249371562,2.74301666666667,"mountains",1,"None","751249009769838"
1,30,"Olivia","Furniture",NA,"Some groups are explained well about furniture and infrastructure","None",1625249536143,"1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg","English",0,"20768","Fri Jul 02 2021 20:09:31 GMT+0200 (Central European Summer Time)",1625249371562,2.74301666666667,"meeting_in_progress",2,"None","751249009769838"
1,30,"Olivia","Competition",NA,"IT's about football competition","None",1625249536143,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg","English",0,"13880","Fri Jul 02 2021 20:09:31 GMT+0200 (Central European Summer Time)",1625249371562,2.74301666666667,"soccer_in_progress",3,"None","751249009769838"
1,30,"Olivia","American cuisine",NA,"Party hard!!","None",1625249536143,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg","English",0,"10441","Fri Jul 02 2021 20:09:31 GMT+0200 (Central European Summer Time)",1625249371562,2.74301666666667,"laid_table",4,"None","751249009769838"
1,30,"Olivia","Window",NA,"Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather","None",1625249536143,"Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg","English",0,"12767","Fri Jul 02 2021 20:09:31 GMT+0200 (Central European Summer Time)",1625249371562,2.74301666666667,"living_room",5,"None","751249009769838"
1,38,"Mia","Interior design",NA,"mission style furniture","No",1625250201675,"Wohnzimmer_Fallada_1.JPG","English",0,"39664","Fri Jul 02 2021 13:55:31 GMT-0400 (Paraguay Standard Time)",1625248531414,27.8376833333333,"living_room",0,"Useful","109539757379784"
1,38,"Mia","Tableware",NA,"A wine glass is a type of glass that is used to drink and taste wine. Most wine glasses are stemware, that is they are goblets composed of three parts","No",1625250201675,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg","English",0,"123079","Fri Jul 02 2021 13:55:31 GMT-0400 (Paraguay Standard Time)",1625248531414,27.8376833333333,"laid_table",1,"Useful","109539757379784"
1,38,"Mia","Advertising",NA,"Football match","No",1625250201675,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","English",0,"23241","Fri Jul 02 2021 13:55:31 GMT-0400 (Paraguay Standard Time)",1625248531414,27.8376833333333,"soccer_in_progress",2,"Useful","109539757379784"
1,38,"Mia","Christian cross",NA,"""religious building"" in trebinje","No",1625250201675,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","English",0,"19328","Fri Jul 02 2021 13:55:31 GMT-0400 (Paraguay Standard Time)",1625248531414,27.8376833333333,"church",3,"Useful","109539757379784"
1,38,"Mia","Montane Ecosystems",NA,"Nature","No",1625250201675,"Oberaargletscher_from_Oberaar,_2010_07.jpeg","English",0,"739985","Fri Jul 02 2021 13:55:31 GMT-0400 (Paraguay Standard Time)",1625248531414,27.8376833333333,"mountains",4,"Useful","109539757379784"
1,38,"Mia","Cooperation",NA,"Team co ordination","No",1625250201675,"1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg","English",0,"12728","Fri Jul 02 2021 13:55:31 GMT-0400 (Paraguay Standard Time)",1625248531414,27.8376833333333,"meeting_in_progress",5,"Useful","109539757379784"
1,47,"Emma","American cuisine",NA,"A table is set in a home and a turkey and wine are on the table.","no",1625248990603,"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg","english",0,"67458","Fri Jul 02 2021 13:48:36 GMT-0400 (Eastern Daylight Time)",1625248116952,14.56085,"laid_table",0,"yes","499507542030900"
1,47,"Emma","Roof",NA,"A church building is shown that has a cemetery in front of it.","no",1625248990603,"Dreifaltigkeitskirche_süd.jpg","english",0,"37343","Fri Jul 02 2021 13:48:36 GMT-0400 (Eastern Daylight Time)",1625248116952,14.56085,"church",1,"yes","499507542030900"
1,47,"Emma","Montane Ecosystems",NA,"There are mountains around a body of water that include neighborhoods.","no",1625248990603,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg","english",0,"74582","Fri Jul 02 2021 13:48:36 GMT-0400 (Eastern Daylight Time)",1625248116952,14.56085,"mountains",2,"yes","499507542030900"
1,47,"Emma","Cooperation",NA,"A group of people are at a table with computers in an office.","no",1625248990603,"La_Trobe_Uni_Wikimeetup_March_2020.jpg","english",0,"57492","Fri Jul 02 2021 13:48:36 GMT-0400 (Eastern Daylight Time)",1625248116952,14.56085,"meeting_in_progress",3,"yes","499507542030900"
1,47,"Emma","Competition",NA,"Two men are playing a soccer game in front of spectators.","no",1625248990603,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","english",0,"42385","Fri Jul 02 2021 13:48:36 GMT-0400 (Eastern Daylight Time)",1625248116952,14.56085,"soccer_in_progress",4,"yes","499507542030900"
1,47,"Emma","Window",NA,"A living room in a home with furniture and large glass windows showing daylight coming in.","no",1625248990603,"Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg","english",0,"45232","Fri Jul 02 2021 13:48:36 GMT-0400 (Eastern Daylight Time)",1625248116952,14.56085,"living_room",5,"yes","499507542030900"
1,32,"Charlotte","Window","none","A window is an opening in a wall,door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. \n\n","none",1625248495682,"Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg","English",1,"49063","Fri Jul 02 2021 13:39:12 GMT-0400 (Eastern Daylight Time)",1625247552686,15.7166,"living_room",0,"none","234032704294079"
1,32,"Charlotte","Advertising","none","Advertising is a marketing communication that employs an openly sponsored, non-personal message to promote or sell a product, service or idea. S","none",1625248495682,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","English",1,"9356","Fri Jul 02 2021 13:39:12 GMT-0400 (Eastern Daylight Time)",1625247552686,15.7166,"soccer_in_progress",1,"none","234032704294079"
1,32,"Charlotte","Dinner","none","Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening.|Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening.|Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening.","none",1625248495682,"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg","English",1,"3580|2359|2150","Fri Jul 02 2021 13:39:12 GMT-0400 (Eastern Daylight Time)",1625247552686,15.7166,"laid_table",2,"none","234032704294079"
1,32,"Charlotte","Montane Ecosystems","none","Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures","none",1625248495682,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg","English",1,"3309","Fri Jul 02 2021 13:39:12 GMT-0400 (Eastern Daylight Time)",1625247552686,15.7166,"mountains",3,"none","234032704294079"
1,32,"Charlotte","Christian cross","none","The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix","none",1625248495682,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","English",1,"10295","Fri Jul 02 2021 13:39:12 GMT-0400 (Eastern Daylight Time)",1625247552686,15.7166,"church",4,"none","234032704294079"
1,32,"Charlotte","Consumer electronics","none","The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix","none",1625248495682,"1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg","English",1,"3700","Fri Jul 02 2021 13:39:12 GMT-0400 (Eastern Daylight Time)",1625247552686,15.7166,"meeting_in_progress",5,"none","234032704294079"
1,43,"Mia","Cooperation",NA,"a group of people sit around a conference table in front of laptop computers.","the image for cooperation didn't seem particularly useful (a conference room meeting can be the opposite of cooperation).  the image for hairstyles/cuts also relies on someone knowing that soccer players can often have distinct or unusual haircuts.",1625251332335,"Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg","english",0,"43565","Fri Jul 02 2021 14:30:52 GMT-0400 (Eastern Daylight Time)",1625250652997,11.3223,"meeting_in_progress",0,"sure, i felt like they'd be useful in some ways to people with some vision issues.  ive never written alt images before, so honestly i have no idea what is supposed to included or if there are things you shouldn't reference.","637353973686799"
1,43,"Mia","Window",NA,"three people sit on couches in a living room next to a coffee table.  they are in front of a 3-pane window.","the image for cooperation didn't seem particularly useful (a conference room meeting can be the opposite of cooperation).  the image for hairstyles/cuts also relies on someone knowing that soccer players can often have distinct or unusual haircuts.",1625251332335,"wiki_livingroom.jpg","english",0,"42314","Fri Jul 02 2021 14:30:52 GMT-0400 (Eastern Daylight Time)",1625250652997,11.3223,"living_room",1,"sure, i felt like they'd be useful in some ways to people with some vision issues.  ive never written alt images before, so honestly i have no idea what is supposed to included or if there are things you shouldn't reference.","637353973686799"
1,43,"Mia","Orogeny",NA,"a wilderness scene with pine trees, mountains and a winding river which wraps around hills in the middle of the image.","the image for cooperation didn't seem particularly useful (a conference room meeting can be the opposite of cooperation).  the image for hairstyles/cuts also relies on someone knowing that soccer players can often have distinct or unusual haircuts.",1625251332335,"river.jpeg","english",0,"50021","Fri Jul 02 2021 14:30:52 GMT-0400 (Eastern Daylight Time)",1625250652997,11.3223,"mountains",2,"sure, i felt like they'd be useful in some ways to people with some vision issues.  ive never written alt images before, so honestly i have no idea what is supposed to included or if there are things you shouldn't reference.","637353973686799"
1,43,"Mia","Hairstyle",NA,"a group of soccer players in blue uniforms are celebrating something on a field in front of a large crowd.  each player has a distinct and different haircut.","the image for cooperation didn't seem particularly useful (a conference room meeting can be the opposite of cooperation).  the image for hairstyles/cuts also relies on someone knowing that soccer players can often have distinct or unusual haircuts.",1625251332335,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg","english",0,"53043","Fri Jul 02 2021 14:30:52 GMT-0400 (Eastern Daylight Time)",1625250652997,11.3223,"soccer_in_progress",3,"sure, i felt like they'd be useful in some ways to people with some vision issues.  ive never written alt images before, so honestly i have no idea what is supposed to included or if there are things you shouldn't reference.","637353973686799"
1,43,"Mia","American cuisine",NA,"a group of kitchen workers and chefs, mostly in white coats, work on a large number of plated dishes on a center kitchen island. they are located in restaurant kitchen.","the image for cooperation didn't seem particularly useful (a conference room meeting can be the opposite of cooperation).  the image for hairstyles/cuts also relies on someone knowing that soccer players can often have distinct or unusual haircuts.",1625251332335,"Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg","english",0,"101427","Fri Jul 02 2021 14:30:52 GMT-0400 (Eastern Daylight Time)",1625250652997,11.3223,"laid_table",4,"sure, i felt like they'd be useful in some ways to people with some vision issues.  ive never written alt images before, so honestly i have no idea what is supposed to included or if there are things you shouldn't reference.","637353973686799"
